,0,1,2,3,4,5
24,0.4866544306278229,0.5384204387664795,0.5808193683624268,0.5231255292892456,0.5747338533401489,0.2651429772377014
25,0.48615801334381104,0.5365495085716248,0.5810145735740662,0.523260772228241,0.5749030709266663,0.2652294635772705
26,0.48357874155044556,0.5215383768081665,0.5810850858688354,0.5235500335693359,0.5749884247779846,0.26524147391319275
27,0.4832763373851776,0.5066394209861755,0.5811998844146729,0.5248827338218689,0.5749914646148682,0.2653486132621765
28,0.48270654678344727,0.4892766773700714,0.5817615389823914,0.5274444222450256,0.5752421021461487,0.2654406726360321
29,0.4832898676395416,0.4703423082828522,0.5821966528892517,0.5304133296012878,0.575428307056427,0.2655138671398163
30,0.48387381434440613,0.4573691189289093,0.5819584727287292,0.5323998332023621,0.5756210088729858,0.26555395126342773
31,0.4844004511833191,0.434929758310318,0.5817832350730896,0.5346058011054993,0.5762186646461487,0.26606714725494385
32,0.48435601592063904,0.4187897741794586,0.581189751625061,0.5359681248664856,0.576697051525116,0.26625174283981323
33,0.4851023256778717,0.41159117221832275,0.580662727355957,0.5366439819335938,0.5767608880996704,0.26636233925819397
34,0.4856463074684143,0.41011837124824524,0.5801330804824829,0.5371090173721313,0.5767974853515625,0.266523540019989
35,0.48573383688926697,0.39808186888694763,0.5789733529090881,0.5373304486274719,0.5767713785171509,0.26692017912864685
36,0.48579028248786926,0.38960447907447815,0.5782181024551392,0.5372712016105652,0.5766188502311707,0.26697465777397156
37,0.4864112138748169,0.38046345114707947,0.5769578814506531,0.5372394919395447,0.5763000249862671,0.26699405908584595
38,0.4883761703968048,0.3697010576725006,0.575387716293335,0.5371659994125366,0.5754586458206177,0.2671802043914795
39,0.49431103467941284,0.3699313700199127,0.5748812556266785,0.5371354818344116,0.5746957659721375,0.267585426568985
40,0.4983116090297699,0.36672767996788025,0.5746685862541199,0.5376646518707275,0.5743524432182312,0.26789262890815735
41,0.49920573830604553,0.3566710650920868,0.574354350566864,0.5377415418624878,0.5733502507209778,0.26791033148765564
42,0.5009773373603821,0.34994545578956604,0.573653519153595,0.537710428237915,0.5715736746788025,0.26769429445266724
43,0.5030717253684998,0.34734636545181274,0.5735368132591248,0.5375608205795288,0.5706254839897156,0.2671199440956116
44,0.5058228969573975,0.34534022212028503,0.5733602643013,0.5374158024787903,0.5687240958213806,0.26651236414909363
45,0.5072484612464905,0.33448389172554016,0.5729846954345703,0.5373145937919617,0.5678370594978333,0.26606446504592896
46,0.5106908679008484,0.33490392565727234,0.572587788105011,0.5373173356056213,0.5672563910484314,0.26598072052001953
47,0.5139328837394714,0.32832634449005127,0.5723631381988525,0.537345826625824,0.5673996806144714,0.26580750942230225
48,0.5179320573806763,0.3245334029197693,0.5720317363739014,0.5375194549560547,0.5675039887428284,0.2657279670238495
49,0.5208626389503479,0.3242475092411041,0.5717021226882935,0.5378596186637878,0.5678475499153137,0.2655238211154938
50,0.5226545333862305,0.32447147369384766,0.5715661644935608,0.5379745364189148,0.5679804086685181,0.26551035046577454
51,0.5224586725234985,0.32467228174209595,0.5713010430335999,0.5379646420478821,0.5685692429542542,0.26536744832992554
52,0.5212393403053284,0.3240361511707306,0.571195662021637,0.5378573536872864,0.5688149929046631,0.2653883397579193
53,0.52069491147995,0.3246827721595764,0.5714524984359741,0.5376009941101074,0.56885826587677,0.26531246304512024
54,0.5189478397369385,0.3251441419124603,0.5714548826217651,0.537544310092926,0.5688327550888062,0.2653184235095978
55,0.5151426792144775,0.3288189768791199,0.5715881586074829,0.5371899604797363,0.5685644149780273,0.26530537009239197
