,0,1,2,3,4,5
0,0.5554095506668091,0.766389787197113,0.5724201798439026,0.5353100299835205,0.5711687803268433,0.2673244774341583
1,0.5556508898735046,0.7696324586868286,0.572616457939148,0.5342413783073425,0.5716590881347656,0.2663184106349945
2,0.5581871867179871,0.7730295658111572,0.5727569460868835,0.5317559242248535,0.5719212293624878,0.2654089629650116
3,0.5612197518348694,0.7735006809234619,0.5728972554206848,0.5300316214561462,0.5721794962882996,0.26439616084098816
4,0.5634869933128357,0.7742932438850403,0.5730364918708801,0.5283330082893372,0.5724665522575378,0.26326459646224976
5,0.5645107626914978,0.7749048471450806,0.5730510950088501,0.5281874537467957,0.5726169347763062,0.26305875182151794
6,0.565198540687561,0.7761953473091125,0.5730510950088501,0.5282546877861023,0.5727106332778931,0.26305273175239563
7,0.5650110840797424,0.7763195633888245,0.5732342600822449,0.5277734398841858,0.5731201171875,0.263046532869339
8,0.5629289150238037,0.7737885117530823,0.5732591152191162,0.5264191627502441,0.5733829140663147,0.26304465532302856
9,0.5546881556510925,0.7728868126869202,0.5731251239776611,0.5271793007850647,0.5735244750976562,0.2633979916572571
10,0.5481470227241516,0.7610053420066833,0.5731213092803955,0.5251087546348572,0.5737221837043762,0.26348379254341125
11,0.537784218788147,0.7512072920799255,0.5730670690536499,0.5251246094703674,0.5742624402046204,0.26370054483413696
12,0.5313511490821838,0.7365620732307434,0.5729677677154541,0.5245212912559509,0.5744904279708862,0.26398637890815735
13,0.5254526734352112,0.7178703546524048,0.5725824236869812,0.5226370096206665,0.5745006799697876,0.2640480399131775
14,0.520795464515686,0.7007451057434082,0.5725680589675903,0.5218986868858337,0.5743737816810608,0.2643996775150299
15,0.5140222907066345,0.6888598203659058,0.5725805163383484,0.5219186544418335,0.5741994380950928,0.26462826132774353
16,0.5122135877609253,0.6868245601654053,0.5725137591362,0.521928071975708,0.5741123557090759,0.2647741138935089
17,0.508087694644928,0.669975221157074,0.5730265974998474,0.5215721130371094,0.574019730091095,0.2647823393344879
18,0.5041431188583374,0.6511115431785583,0.5747369527816772,0.5215818285942078,0.574021577835083,0.2647993266582489
19,0.4983464777469635,0.6157472133636475,0.5787936449050903,0.5209656953811646,0.5740291476249695,0.2648071348667145
20,0.4926454424858093,0.5993599891662598,0.5799435973167419,0.5206155180931091,0.5740302205085754,0.2648066580295563
21,0.4889278709888458,0.5789006948471069,0.5800548791885376,0.5211796760559082,0.574047327041626,0.26481327414512634
22,0.4871922731399536,0.5637047290802002,0.5801103115081787,0.522076427936554,0.5741710066795349,0.26481902599334717
23,0.48788565397262573,0.5524166822433472,0.5805380940437317,0.5229595303535461,0.5744450688362122,0.2649397850036621
